Status;Emotional state;Pose;Friendly name;Animation name;Animation type;Transition;Look ats;Tags;Dialog generator - animation speed;Generator generator - animation weight
;;;question 2;high_standing_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 2 no hands;high_standing_determined_gesture_question_02_no_hands;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 3;high_standing_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 4;high_standing_determined_gesture_question_04;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 5;high_standing_determined_gesture_question_05;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 6;high_standing_determined_gesture_question_06;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 7;high_standing_determined_gesture_question_07;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question hand flick 1;high_standing_determined_gesture_question_hand_flick_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question hand flick 2;high_standing_determined_gesture_question_hand_flick_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;right hand 2;high_standing_determined_gesture_right_hand_2;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;right shoulder relax;high_standing_determined_gesture_right_shoulder_relax;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;left shoulder relax;high_standing_determined_gesture_left_shoulder_relax;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;RPS rock-scissors;high_standing_determined_gesture_g_rock_c_scissors;Gesture;;;;0.72-1.0;0.4-1.0
;;;RPS scissors-rock;high_standing_determined_gesture_g_scissors_c_rock;Gesture;;;;0.72-1.0;0.4-1.0
;;;RPS paper-rock;high_standing_determined_gesture_g_paper_c_rock;Gesture;;;;0.72-1.0;0.4-1.0
;;;shake fist;high_standing_determined_gesture_shake_fist;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;shout 01;high_standing_determined_gesture_shout_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;shout 02;high_standing_determined_gesture_shout_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;show item hold;high_standing_determined_gesture_show_hold;Gesture;;;;0.72-1.0;0.4-1.0
;;;show front;high_standing_determined_gesture_show_front;Gesture;;;;0.72-1.0;0.4-1.0
;;;show left;high_standing_determined_gesture_show_left;Gesture;;;;0.72-1.0;0.4-1.0
;;;show left energetic;high_standing_determined_show_left_energetic;Gesture;;;;0.72-1.0;0.4-1.0
;;;show right;high_standing_determined_gesture_show_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;show face;high_standing_determined_gesture_show_face;Gesture;;;;0.72-1.0;0.4-1.0
;;;shrug;high_standing_determined_gesture_shrug;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;sneeze;high_standing_determined_gesture_sneeze;Gesture;;;;0.72-1.0;0.4-1.0
;;;sure;high_standing_determined_gesture_sure;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;take;high_standing_determined_gesture_take;Gesture;;;;0.72-1.0;0.4-1.0
;;;take left;high_standing_determined_gesture_take_left;Gesture;;;;0.72-1.0;0.4-1.0
;;;take letter;high_standing_determined_gesture_take_letter;Gesture;;;;0.72-1.0;0.4-1.0
;;;take sword;high_standing_determined_gesture_take_sword_out;Gesture;;;;0.72-1.0;0.4-1.0
;;;tale 01;high_standing_determined_gesture_tale;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;there will be blood 2 steps forward;high_standing_determined_gesture_there_will_be_blood_02;Gesture;;;;0.72-1.0;0.4-1.0
;;;toast - vodka cup;high_standing_determined_gesture_toast;Gesture;;;;0.72-1.0;0.4-1.0
;;;q308 autopsy egg inspect;high_standing_determined_gesture_autopsy_pick_up_inspect;Gesture;;;;0.72-1.0;0.4-1.0
;;;throw money;high_standing_determined_gesture_throw_money;Gesture;;;;0.72-1.0;0.4-1.0
;;;throw trophy;high_standing_determined_gesture_throw_trophy_ground;Gesture;;;;0.72-1.0;0.4-1.0
;;;welcome: welcomed;high_standing_determined_gesture_welcome_welcomed;Gesture;;;;0.72-1.0;0.4-1.0
;;;welcome: welcomed by dwarf;high_standing_determined_gesture_welcome_welcomed_dwarf;Gesture;;;;0.72-1.0;0.4-1.0
;;;welcome: welcoming;high_standing_determined_gesture_welcome_welcoming;Gesture;;;;0.72-1.0;0.4-1.0
;;;welcome: welcoming a human;high_standing_determined_gesture_welcome_welcoming_dwarf;Gesture;;;;0.72-1.0;0.4-1.0
;;;wall headbutt;high_standing_determined_gesture_hit_head_wall;Gesture;;;;0.72-1.0;0.4-1.0
;;;weight shift;high_standing_determined_gesture_weight_shift;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;weight shift 2;high_standing_determined_gesture_weight_shift_2;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk forward turn around;high_standing_determined_walk_forward_turn_around;Gesture;;;;0.72-1.0;0.4-1.0
;;;sheathe 1h sword;high_standing_determined_gesture_sheathe_1hsword;Gesture;;;;0.72-1.0;0.4-1.0
;;;unsheathe 1h sword;high_standing_determined_gesture_unsheathe_1hsword;Gesture;;;;0.72-1.0;0.4-1.0
;;;one step forward turn 90 left;high_standing_determined_gesture_one_step_forward_turn_left;Gesture;;;;0.72-1.0;0.4-1.0
;;;weavess - bears our mark;high_standing_determined_gesture_bears_our_mark;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;brewess - forgive;high_standing_determined_gesture_forgive;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;combat to: High Standing Determined;combat_hide_sword_to_high_standing_determined;Transition;High, Determined, Standing ;;;0.72-1.0;0.4-1.0
;;;to: High Standing Axe Aggresvie;high_standing_determined_take_out_axe;Transition;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Aggressive;high_standing_determined_to_high_standing_aggressive;Transition;High, Aggressive, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Happy;high_standing_determined_to_high_standing_happy;Transition;High, Happy, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Keira Feint Determined;high_standing_determined_to_high_standing_keira_feint;Transition;High, Determined, Standing Keira Feint;;;0.72-1.0;0.4-1.0
;;;to: High Standing Proud;high_standing_determined_to_high_standing_proud;Transition;High, Proud, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_standing_determined_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Bored;high_standing_determined_to_high_standing_bored;Transition;High, Bored, Standing;;;0.72-1.0;0.4-1.0
;;;to: Gameplay Combat;high_standing_determined_to_combat_touches_victim;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Barber;high_standing_determined_to_high_standing_barber;Transition;High, Barber, Standing;;;0.72-1.0;0.4-1.0
;;;turn 180 left;high_standing_determined_turn180_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 left to;high_standing_determined_turn180_left_to;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;high_standing_determined_turn180_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left;high_standing_determined_turn90_left;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 left to;high_standing_determined_turn90_left_to;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right;high_standing_determined_turn90_right;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;turn 90 right to;high_standing_determined_turn90_right_to;Move, Gesture;;;;0.72-1.0;0.4-1.0
;;;look over left;high_standing_determined_gesture_look_over_left ;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;look over right;high_standing_determined_gesture_look_over_right;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;look back right;high_standing_determined_gesture_look_back_right;Gesture;;;Listen;0.72-1.0;0.4-1.0
;;;pet horse;high_standing_determined_gesture_pet_horse;Gesture;;;;0.72-1.0;0.4-1.0
;;;serve drinks right;high_standing_determined_serving_drinks_enter_exit_right;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Channeling Aggressive;high_standing_determined_to_high_channeling_aggressive;Transition;High, Aggressive, Spell Channeling;;;0.72-1.0;0.4-1.0
;;;to: High Channeling Determined;high_standing_determined_to_high_channeling_determined;Transition;High, Determined, Channeling;;;0.72-1.0;0.4-1.0
;;;walk to: High Channeling Determined;high_standing_determined_walk_and_turn_left_to_high_channeling_determined;Transition;High, Determined, Channeling;;;0.72-1.0;0.4-1.0
;;;to High Standing2 Determined;high_standing_determined_to_high_standing_determined2;Transition;High, Determined, Standing2;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined (walk up to);high_standing_determined_walk_up_to_high_sitting_determined ;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning;high_standing_determined_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Determined;high_standing_determined_to_high_standing_leaning_determined;Transition;High, Determined, Standing Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Standing LEaning 2 Determined;high_standing_determined_to_high_standing_leaning2_determined;Transition;High, Determined, Standing Leaning 2;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Determined Back;high_standing_determined_to_high_standing_leaning_back_determined;Transition;High, Determined, Standing Leaning Back;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Determined Back 180;high_standing_determined_to_high_standing_determined_leaning_back_180;Transition, Move;High, Determined, Standing Leaning Back;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning Determined Back 2 180;high_standing_determined_to_high_standing_determined_leaning_back2_180;Transition, Move;High, Determined, Standing Leaning Back 2;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Determined;high_standing_determined_to_high_sitting_determined;Transition;High, Determined, Sitting;;;0.72-1.0;0.4-1.0
;;;to High Sitting Chair Determined;high_standing_determined_to_high_sitting_chair_determined;Transition;High, Determined, Sitting Chair;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Chair Proud;high_standing_determined_to_high_sitting_chair_proud;Transition;High, Proud, Sitting Chair;;;0.72-1.0;0.4-1.0
;;;to: High Kneeling Down Determined;high_standing_determined_to_high_kneeling_determined;Transition;High, Determined, Kneeling;;;0.72-1.0;0.4-1.0
;;;90left to: High Kneeling Determined;high_standing_determined_turn_left90_to_high_kneeling_determined;Transition;High, Determined, Kneeling;;;0.72-1.0;0.4-1.0
;;;walk to: High Sitting Leaning Determined;high_standing_determined_walk_left_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined;high_standing_determined_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;;walk to: Low Channeling Sad;high_standing_determined_walk_to_low_channeling_sad;Transition;Low, Sad, Channeling;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Happy;high_standing_determined_to_low_sitting_happy;Transition;Low, Happy, Sitting;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Aggressive;high_standing_determined_to_low_standing_aggressive;Transition;Low, Aggressive, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Determined;high_standing_determined_to_low_standing_determined;Transition;Low, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: Low Standing Paralyzed;high_standing_determined_to_low_standing_paralyzed;Transition;Low, Paralyzed, Standing;;;0.72-1.0;0.4-1.0
;;;step on stone to: High Standing Determined;high_standing_determined_step_on_sacred_stone_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;faster to: High Kneeling Bored;high_standing_determined_to_high_kneeling_bored;Transition;High, Bored, Kneeling;;;0.72-1.0;0.4-1.0
;;;to: high kneeling bored;high_standing_determined_prepare_to_high_kneeling_bored;Transition;High, Bored, Kneeling;;;0.72-1.0;0.4-1.0
;;;take out sword belt to: Gameplay Combat; high_standing_determined_gesture_take_out_sword_belt;Gesture;;;;0.72-1.0;0.4-1.0
;;;hide sword to: High Standing Determined;hide_sword_to_high_standing_determined;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Gameplay Combat;high_standing_determined_pull_sword_to_combat;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Gameplay Combat Steel Sword;high_standing_determined_steel_to_gameplay_combat;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Gameplay Combat Silver Sword;high_standing_determined_silver_to_gameplay_combat;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Chamberlain Respectful Bow;high_standing_determined_to_chamberlain_respectful_bow;Transition;High, Determined, Respectful Bow;;;0.72-1.0;0.4-1.0
;;;to: Combat Pose Relaxed;high_standing_determined_pull_sword_to_witcher_combat_pose_relaxed;Transition;High, Combat, Standing Relaxed;;;0.72-1.0;0.4-1.0
;;;short bow;high_standing_determined_gesture_bow_short;Gesture;;;;0.72-1.0;0.4-1.0
;;;show key;high_standing_determined_gesture_show_key;Gesture;;;;0.72-1.0;0.4-1.0
;;;give;high_standing_determined_gesture_give;Gesture;;;;0.72-1.0;0.4-1.0
;;;take;high_standing_determined_gesture_take;Gesture;;;;0.72-1.0;0.4-1.0
;;;walk left to: High Sitting Determined;high_standing_determined_walk_right_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting;;;0.72-1.0;0.4-1.0
;;;take key;high_standing_determined_gesture_take_key;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Hold Solar Stone Determined ;high_standing_determined_to_high_standing_hold_solar_stone;Transition;High, Determined, Holding Solar Stone;;;0.72-1.0;0.4-1.0
;;;look far away;high_standing_determined_gesture_look_far_away;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: Low Kneeling Determined;high_standing_determined_to_low_kneeling_determined;Transition;Low, Determined, Kneeling;;;0.72-1.0;0.4-1.0
;;;to: High Standing Eating Apple Determined;high_standing_determined_to_high_standing_eating_apple_determined;Transition;High, Determined, Standing Eating Apple;;;0.72-1.0;0.4-1.0
;;;to: High Determined Standing At Fire;high_standing_determined_to_high_standing_determined_at_fire;Transition;High, Determined, Standing At Fire;;;0.72-1.0;0.4-1.0
;;;ashamed;high_standing_determined_gesture_ashamed;Gesture;;;;0.72-1.0;0.4-1.0
;;;decline;high_standing_determined_gesture_decline;Gesture;;;;0.72-1.0;0.4-1.0
;;;weave gobelin;high_standing_determined_gesture_weave_and_look back;Gesture;;;;0.72-1.0;0.4-1.0
;;;mq1060 geralt gives potion;high_standing_determined_give_potion;Gesture;;;Custom;0.72-1.0;0.4-1.0
;;;sq202 connect seal;high_standing_determined_gesture_connecting_seal;Gesture;;;;0.72-1.0;0.4-1.0
;;;mq1060 geralt burns reinhart;high_standing_determined_burn_reinhart;Gesture;;;Custom;0.72-1.0;0.4-1.0
;;Standing Wild Hunt;idle;high_standing_wildhunt_determined_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;enter frontal;high_standing_wildhunt_determined_enter_frontal;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;exit back;high_standing_wildhunt_determined_exit_back;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;turn 180 right;high_standing_wildhunt_determined_gesture_turn180_right;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_wildhunt_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing_wildhunt_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing_wildhunt_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 04;high_standing_wildhunt_determined_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;high_standing_wildhunt_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_standing_wildhunt_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_standing_wildhunt_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 04;high_standing_wildhunt_determined_gesture_question_04;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;shout 01;high_standing_wildhunt_determined_gesture_shout_01;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;shout 02;high_standing_wildhunt_determined_gesture_shout_02;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;take out axe;high_standing_wildhunt_determined_take_out_axe;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing Eating Apple;idle;high_standing_eating_apple_determined_idle;Idle;;high_standing_eating_apple_determined_body_lookat, high_standing_eating_apple_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;eating aple;high_standing_eating_apple_determined_gesture;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing At Fire;idle;high_standing_determined_at_fire_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_determined_at_fire_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Standing Keira Feint;idle;high_standing_keira_feint_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_keira_feint_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Hold Solar Stone;idle;high_standing_hold_solar_stone_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_hold_solar_stone_give_stone_to_high_standing_determined;Transition;High, determined, Hold Solar Stone;;;0.72-1.0;0.4-1.0
;;Standing Hold Book;idle;high_standing_hold_book_determined_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;read;high_standing_hold_book_determined_gesture_read;Gesture;;;;0.72-1.0;0.4-1.0
;;;flip page;high_standing_hold_book_determined_gesture_flip_page;Gesture;;;;0.72-1.0;0.4-1.0
;;;rip page;high_standing_hold_book_determined_gesture_rip_page;Gesture;;;;0.72-1.0;0.4-1.0
;;;give page;high_standing_hold_book_determined_gesture_give_page;Gesture;;;;0.72-1.0;0.4-1.0
;;;zoltan takes book;zoltan_takes_notebook_from_geralt_transition;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing Plate;idle;high_standing_plate_determined_idle;Idle;;high_standing_determined_body_lookat, high_standing_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;feed Yenefer;high_standing_plate_determined_gesture_feed_yennefer;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing2;Idle;high_standing_determined2_idle;Idle;;high_standing2_determined_body_lookat, high_standing2_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;high_standing2_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing2_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing2_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;high_standing2_determined_gesture_question_01;Gesture;;;Quation, Talk;0.72-1.0;0.4-1.0
;;;question 02;high_standing2_determined_gesture_question_02;Gesture;;;Quation, Talk;0.72-1.0;0.4-1.0
;;;question 03;high_standing2_determined_gesture_question_03;Gesture;;;Quation, Talk;0.72-1.0;0.4-1.0
;;;greeting;high_standing2_determined_gesture_greeting;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;handcuffs;high_standing2_determined_gesture_handcuffs;Gesture;;;;0.72-1.0;0.4-1.0
;;;two steps left;high_standing2_determined_gesture_two_steps_left;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;turn90 right;high_standing2_determined_turn90_right;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;turn90 left;high_standing2_determined_turn90_left;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;turn180 right;high_standing2_determined_turn180_right;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;turn180 left;high_standing2_determined_turn180_left;Gesture, Move;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Bored;high_standing2_determined_to_high_standing_bored;Transition;High, Bored, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_determined2_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Leaning 2 Determined;high_standing2_determined_to_high_standing_leaning2_determined;Transition;High, Determined, Standing Leaning 2;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined;high_standing2_determined_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;Sitting;idle;high_sitting_determined_idle;Idle;;high_sitting_determined_body_lookat, high_sitting_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;courtesy bow;high_sitting_determined_gesture_courtesy;Gesture;;;;0.72-1.0;0.4-1.0
;;;explaining 1;high_sitting_determined_gesture_explaining_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 2;high_sitting_determined_gesture_explaining_2;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 3;high_sitting_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 4;high_sitting_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 5;high_sitting_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 6;high_sitting_determined_gesture_explain_04;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explaining 7;high_sitting_determined_gesture_explain_05;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;me';high_sitting_determined_gesture_me;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;you';high_sitting_determined_gesture_you;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 01;high_sitting_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 02;high_sitting_determined_gesture_question_02;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;question 03;high_sitting_determined_gesture_question_03;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;shout 01;high_sitting_determined_gesture_shout_01;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;shout 02;high_sitting_determined_gesture_shout_02;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;exclamation 1;high_sitting_determined_gesture_exclamation_1;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;look over right;high_sitting_determined_gesture_look_over_right;Gesture;;;Talk, Listen;0.72-1.0;0.4-1.0
;;;toast drink;high_sitting_determined_gesture_toast_drink;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_sitting_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Standing Sad;high_sitting_determined_to_high_standing_sad;Transition;High, Sad, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Aggressive;high_sitting_determined_to_high_sitting_aggressive;Transition;High, Aggressive, Sitting;;;0.72-1.0;0.4-1.0
;;;to: Low Sitting Happy;high_sitting_determined_to_low_sitting_happy;Transition;Low, Happy, Sitting;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Leaning Determined;high_sitting_determined_to_high_sitting_leaning_determined;Transition;High, Determined, Sitting Leaning;;;0.72-1.0;0.4-1.0
;;Sitting 2;idle;high_sitting2_determined_idle;Idle;;high_sitting_determined_body_lookat, high_sitting_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;hug right;high_sitting2_determined_gesture_hug_right;Gesture;;;;0.72-1.0;0.4-1.0
;;Sitting 3;idle;high_sitting3_determined_idle;Idle;;high_sitting3_determined_body_lookat, high_sitting3_determined_head_lookat;;0.72-1.0;0.4-1.0
;;Sitting Chair;idle;high_sitting_chair_determined_idle;Idle;;high_sitting_determined_body_lookat, high_sitting_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_sitting_chair_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;to: High Sitting Chair Determined Head Up;high_sitting_chair_determined_to_high_sitting_chair_determined_head_up;Transition;High, Determined, Sitting Chair Head Up;;;0.72-1.0;0.4-1.0
;;Sitting Chair Head Up;idle;high_sitting_chair_determined_head_up_idle;Idle;;high_sitting_determined_body_lookat, high_sitting_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;to: High Sitting Chair Determined;high_sitting_chair_determined_head_up_to_high_sitting_chair_determined;Transition;High, Determined, Sitting Chair;;;0.72-1.0;0.4-1.0
;;Sitting Shackled;idle;high_sitting_shackled_idle;Idle;;high_sitting_determined_body_lookat, high_sitting_determined_head_lookat;;0.72-1.0;0.4-1.0
;;Sitting Ground;idle;high_sitting_ground_determined_idle;Idle;;high_sitting_determined_body_lookat, high_sitting_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;high_sitting_ground_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_sitting_ground_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_sitting_ground_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;to: High Sitting Ground Bored;high_sitting_ground_determined_to_high_sitting_ground_bored;Transition;High, Bored, Sitting Ground;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_sitting_ground_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;clean sword;high_sitting_ground_bored_gesture_intro_clean_sword;Gesture;;;;0.72-1.0;0.4-1.0
;;Standing Leaning;idle;high_standing_leaning_determined_idle;Idle;;high_standing_leaning_determined_body_lookat, high_standing_leaning_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;enter front;high_standing_leaning_determined_enter_frontal;Enter;;;;0.72-1.0;0.4-1.0
;;;exit back;high_standing_leaning_determined_exit_back;Exit;;;;0.72-1.0;0.4-1.0
;;;halt;high_standing_leaning_determined_gesture_halt;Gesture;;;Shout;0.72-1.0;0.4-1.0
;;;question 1;high_standing_leaning_determined_gesture_question_1;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;sarcastic question 1;high_standing_leaning_determined_gesture_sarcastic_question_1;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
;;;you 1;high_standing_leaning_determined_gesture_you_1;Gesture;;;Talk, Shout;0.72-1.0;0.4-1.0
;;;drink vodka 01;high_standing_leaning_determined_gesture_drinking_vodka;Gesture;;;;0.72-1.0;0.4-1.0
;;;to: High Standing Determined;high_standing_leaning_determined_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;;walk left to: High Standing Determined;high_sitting_leaning_determined_walk_left_to_high_standing_determined;Transition;High, Determined, Standing;;;0.72-1.0;0.4-1.0
;;Standing Leaning 2;idle;high_standing_leaning2_determined_idle;Idle;;high_standing_leaning2_determined_body_lookat, high_standing_leaning2_determined_head_lookat;;0.72-1.0;0.4-1.0
;;;explain 01;high_standing_leaning2_determined_gesture_explain_01;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 02;high_standing_leaning2_determined_gesture_explain_02;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;explain 03;high_standing_leaning2_determined_gesture_explain_03;Gesture;;;Talk;0.72-1.0;0.4-1.0
;;;question 01;high_standing_leaning2_determined_gesture_question_01;Gesture;;;Talk, Question;0.72-1.0;0.4-1.0
